,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,list_price,standard_cost,product_first_sold_date
1601,1602,48,1974,02-08-2017 00:00,True,Approved,WeareA2B,Standard,1762.96,950.52,37220.0
1602,1603,11,3321,25-09-2017 00:00,False,Approved,Trek Bicycles,Standard,1775.81,1580.47,34115.0
1603,1604,47,2944,23-02-2017 00:00,True,Approved,Trek Bicycles,Road,1720.7,1531.42,38991.0
1604,1605,64,134,06-09-2017 00:00,False,Approved,Trek Bicycles,Standard,1469.44,596.55,33879.0
1605,1606,40,1847,08-08-2017 00:00,True,Approved,OHM Cycles,Standard,1458.17,874.9,38750.0
1606,1607,61,349,30-01-2017 00:00,False,Approved,Norco Bicycles,Standard,586.45,521.94,33429.0
1607,1608,88,1884,05-01-2017 00:00,False,Approved,Norco Bicycles,Standard,1198.46,381.1,38482.0
1608,1609,87,1241,18-09-2017 00:00,False,Approved,Giant Bicycles,Standard,1179.0,707.4,34079.0
1609,1610,85,2260,13-12-2017 00:00,False,Approved,WeareA2B,Standard,1228.07,400.91,36668.0
1610,1611,48,837,06-06-2017 00:00,True,Approved,WeareA2B,Standard,1762.96,950.52,41064.0
1611,1612,82,3433,14-03-2017 00:00,True,Approved,Norco Bicycles,Standard,1148.64,689.18,42226.0
1612,1613,58,3461,07-01-2017 00:00,False,Approved,OHM Cycles,Standard,912.52,141.4,42172.0
1613,1614,29,635,25-07-2017 00:00,False,Approved,Norco Bicycles,Road,543.39,407.54,39031.0
1614,1615,69,3447,16-01-2017 00:00,True,Approved,Norco Bicycles,Road,1240.31,795.1,40553.0
1615,1616,3,3040,19-01-2017 00:00,True,Cancelled,Trek Bicycles,Standard,2091.47,388.92,37823.0
1616,1617,88,1390,31-01-2017 00:00,False,Approved,Norco Bicycles,Standard,1661.92,1479.11,41345.0
1617,1618,66,2871,29-05-2017 00:00,False,Approved,Solex,Standard,1163.89,589.27,40303.0
1618,1619,17,2024,18-04-2017 00:00,False,Approved,Solex,Standard,1024.66,614.8,41345.0
1619,1620,34,1642,01-03-2017 00:00,False,Approved,Norco Bicycles,Road,774.53,464.72,34527.0
1620,1621,14,1302,15-05-2017 00:00,False,Approved,Trek Bicycles,Standard,1386.84,1234.29,40303.0
1621,1622,0,736,07-09-2017 00:00,True,Approved,WeareA2B,Standard,175.89,131.92,37668.0
1622,1623,81,2782,14-02-2017 00:00,False,Approved,Norco Bicycles,Standard,586.45,521.94,33429.0
1623,1624,53,207,15-03-2017 00:00,True,Approved,OHM Cycles,Standard,795.34,101.58,35470.0
1624,1625,90,2610,09-09-2017 00:00,True,Approved,Norco Bicycles,Standard,363.01,290.41,38482.0
1625,1626,38,666,04-10-2017 00:00,False,Approved,Trek Bicycles,Standard,2091.47,388.92,38573.0
1626,1627,20,3156,31-01-2017 00:00,False,Approved,Trek Bicycles,Standard,1775.81,1580.47,40303.0
1627,1628,9,466,22-05-2017 00:00,False,Approved,OHM Cycles,Road,742.54,667.4,38216.0
1628,1629,78,2160,10-05-2017 00:00,False,Approved,Giant Bicycles,Standard,1765.3,709.48,37873.0
1629,1630,91,1977,31-10-2017 00:00,False,Approved,Solex,Standard,100.35,75.26,37874.0
1630,1631,22,3292,04-03-2017 00:00,True,Approved,WeareA2B,Standard,60.34,45.26,40670.0
1631,1632,73,2684,17-11-2017 00:00,True,Approved,Solex,Standard,1945.43,333.18,41922.0
1632,1633,7,3169,09-05-2017 00:00,False,Approved,Trek Bicycles,Road,980.37,234.43,38693.0
1633,1634,64,1103,06-02-2017 00:00,False,Approved,Giant Bicycles,Standard,1977.36,1759.85,41047.0
1634,1635,15,830,01-05-2017 00:00,True,Approved,Norco Bicycles,Standard,958.74,748.9,38693.0
1635,1636,0,966,17-12-2017 00:00,False,Approved,Norco Bicycles,Road,543.39,407.54,42696.0
1636,1637,35,2094,01-06-2017 00:00,False,Approved,Trek Bicycles,Standard,1057.51,154.4,34527.0
1637,1638,13,901,26-07-2017 00:00,True,Approved,Solex,Standard,1163.89,589.27,41345.0
1638,1639,69,1867,08-04-2017 00:00,False,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
1639,1640,45,307,08-08-2017 00:00,False,Approved,Solex,Standard,441.49,84.99,34071.0
1640,1641,69,98,11-08-2017 00:00,False,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
1641,1642,64,2740,29-08-2017 00:00,False,Approved,Trek Bicycles,Standard,1469.44,596.55,34996.0
1642,1643,90,2867,26-09-2017 00:00,False,Approved,Solex,Standard,945.04,507.58,35052.0
1643,1644,11,433,11-05-2017 00:00,True,Cancelled,Giant Bicycles,Standard,1274.93,764.96,39298.0
1644,1645,23,450,09-10-2017 00:00,False,Approved,Norco Bicycles,Mountain,688.63,612.88,33552.0
1645,1646,16,523,16-04-2017 00:00,True,Approved,Norco Bicycles,Standard,1661.92,1479.11,35378.0
1646,1647,3,794,09-08-2017 00:00,False,Approved,Trek Bicycles,Standard,2091.47,388.92,38573.0
1647,1648,64,1866,05-10-2017 00:00,False,Approved,Trek Bicycles,Standard,1469.44,596.55,36668.0
1648,1649,17,1756,25-08-2017 00:00,True,Approved,WeareA2B,Touring,1362.99,57.74,34079.0
1649,1650,36,2322,11-04-2017 00:00,True,Approved,Solex,Standard,945.04,507.58,39526.0
1650,1651,36,2438,01-02-2017 00:00,False,Approved,Solex,Standard,945.04,507.58,35052.0
1651,1652,76,1396,18-03-2017 00:00,True,Approved,WeareA2B,Standard,642.31,513.85,41922.0
1652,1653,27,230,02-04-2017 00:00,False,Approved,Trek Bicycles,Standard,1057.51,154.4,34527.0
1653,1654,0,1972,05-10-2017 00:00,False,Approved,Nio Cycles,Standard,571.27,556.0469512209312,38216.0
1654,1655,46,2757,15-06-2017 00:00,False,Approved,Solex,Standard,1289.85,74.51,39427.0
1655,1656,49,58,23-06-2017 00:00,True,Approved,Trek Bicycles,Road,533.51,400.13,41064.0
1656,1657,70,704,11-10-2017 00:00,True,Approved,Trek Bicycles,Standard,495.72,297.43,42105.0
1657,1658,95,1201,26-02-2017 00:00,False,Approved,Giant Bicycles,Standard,569.56,528.43,37874.0
1658,1659,76,2869,29-04-2017 00:00,False,Approved,WeareA2B,Standard,642.31,513.85,41922.0
1659,1660,40,2907,03-06-2017 00:00,False,Approved,Trek Bicycles,Road,1894.19,598.76,37823.0
1660,1661,61,1713,07-09-2017 00:00,False,Approved,Norco Bicycles,Standard,586.45,521.94,33429.0
1661,1662,41,1396,14-02-2017 00:00,True,Approved,Solex,Road,416.98,312.74,35560.0
1662,1663,14,500,20-01-2017 00:00,False,Approved,Trek Bicycles,Standard,1386.84,1234.29,33364.0
1663,1664,95,471,02-11-2017 00:00,False,Approved,Giant Bicycles,Standard,569.56,528.43,37874.0
1664,1665,0,1024,08-07-2017 00:00,True,Approved,Norco Bicycles,Road,543.39,407.54,33888.0
1665,1666,18,883,27-01-2017 00:00,False,Approved,Solex,Standard,575.27,431.45,39880.0
1666,1667,5,153,30-06-2017 00:00,False,Approved,Trek Bicycles,Mountain,574.64,459.71,37659.0
1667,1668,18,1332,17-03-2017 00:00,True,Approved,Solex,Standard,575.27,431.45,42404.0
1668,1669,58,193,04-07-2017 00:00,True,Approved,OHM Cycles,Standard,912.52,141.4,34556.0
1669,1670,29,1820,29-05-2017 00:00,True,Approved,Norco Bicycles,Road,543.39,407.54,42696.0
1670,1671,0,3020,22-10-2017 00:00,True,Approved,Trek Bicycles,Road,533.51,400.13,37823.0
1671,1672,72,43,09-07-2017 00:00,True,Approved,Norco Bicycles,Standard,360.4,270.3,42710.0
1672,1673,83,3336,17-10-2017 00:00,False,Approved,Solex,Touring,2083.94,675.03,36367.0
1673,1674,47,402,04-11-2017 00:00,True,Approved,Trek Bicycles,Road,1720.7,1531.42,38991.0
1674,1675,53,1200,21-06-2017 00:00,False,Approved,Giant Bicycles,Standard,1274.93,764.96,39298.0
1675,1676,61,2281,10-04-2017 00:00,True,Approved,Norco Bicycles,Standard,586.45,521.94,36145.0
1676,1677,82,41,15-04-2017 00:00,True,Approved,Norco Bicycles,Standard,1148.64,689.18,42226.0
1677,1678,48,1688,10-06-2017 00:00,True,Approved,WeareA2B,Standard,1762.96,950.52,41848.0
1678,1679,24,3225,22-12-2017 00:00,True,Approved,Solex,Road,1777.8,820.78,40670.0
1679,1680,5,3457,14-02-2017 00:00,False,Approved,Trek Bicycles,Mountain,574.64,459.71,40784.0
1680,1681,0,2733,18-05-2017 00:00,False,Approved,Nio Cycles,Standard,294.35,556.0469512209312,38216.0
1681,1682,26,3371,30-04-2017 00:00,True,Approved,WeareA2B,Standard,1992.93,762.63,34115.0
1682,1683,25,2468,07-10-2017 00:00,True,Approved,OHM Cycles,Standard,2005.66,1203.4,41009.0
1683,1684,53,2714,22-12-2017 00:00,True,Approved,Giant Bicycles,Standard,1274.93,764.96,39880.0
1684,1685,73,1057,08-06-2017 00:00,False,Approved,Solex,Standard,1945.43,333.18,37499.0
1685,1686,68,322,03-04-2017 00:00,True,Approved,OHM Cycles,Standard,1636.9,44.71,40410.0
1686,1687,17,165,19-10-2017 00:00,False,Approved,Solex,Standard,1024.66,614.8,35378.0
1687,1688,32,1806,07-09-2017 00:00,False,Approved,Giant Bicycles,Standard,642.7,211.37,37337.0
1688,1689,63,1329,19-12-2017 00:00,False,Cancelled,Solex,Standard,1483.2,99.59,36146.0
1689,1690,64,185,03-12-2017 00:00,False,Approved,Trek Bicycles,Standard,1469.44,596.55,33879.0
1690,1691,0,3119,15-09-2017 00:00,False,Approved,OHM Cycles,Standard,71.16,56.93,42172.0
1691,1692,77,1932,21-04-2017 00:00,True,Approved,Norco Bicycles,Road,1240.31,795.1,37873.0
1692,1693,70,3327,01-03-2017 00:00,False,Approved,Trek Bicycles,Standard,495.72,297.43,42105.0
1693,1694,97,3440,28-11-2017 00:00,False,Approved,Solex,Standard,202.62,151.96,42458.0
1694,1695,81,1363,03-04-2017 00:00,True,Approved,Norco Bicycles,Standard,586.45,521.94,33429.0
1695,1696,11,2273,24-07-2017 00:00,True,Approved,Giant Bicycles,Standard,1274.93,764.96,42560.0
1696,1697,56,2421,30-12-2017 00:00,True,Approved,OHM Cycles,Standard,183.86,137.9,33259.0
1697,1698,0,1707,13-10-2017 00:00,True,Approved,Norco Bicycles,Road,543.39,407.54,42696.0
1698,1699,27,168,16-08-2017 00:00,True,Approved,Trek Bicycles,Standard,499.53,388.72,41009.0
1699,1700,22,563,16-05-2017 00:00,True,Approved,WeareA2B,Standard,60.34,45.26,42404.0
1700,1701,9,2266,10-06-2017 00:00,False,Approved,Norco Bicycles,Standard,1216.14,1082.36,33455.0
1701,1702,63,1074,08-01-2017 00:00,True,Approved,WeareA2B,Standard,1992.93,762.63,33888.0
1702,1703,55,1302,31-01-2017 00:00,True,Approved,Trek Bicycles,Road,1894.19,598.76,36146.0
1703,1704,56,1897,01-07-2017 00:00,True,Approved,OHM Cycles,Standard,183.86,137.9,41047.0
1704,1705,59,712,15-08-2017 00:00,True,Approved,Solex,Standard,1061.56,733.58,34170.0
1705,1706,22,2504,21-03-2017 00:00,True,Approved,WeareA2B,Standard,60.34,45.26,34165.0
1706,1707,62,1946,03-04-2017 00:00,False,Approved,Solex,Standard,478.16,298.72,34143.0
1707,1708,64,2650,03-11-2017 00:00,False,Approved,Trek Bicycles,Standard,1469.44,596.55,34996.0
1708,1709,88,2107,27-10-2017 00:00,False,Approved,Norco Bicycles,Standard,1198.46,381.1,36367.0
1709,1710,3,919,11-01-2017 00:00,False,Approved,Trek Bicycles,Standard,2091.47,388.92,37659.0
1710,1711,6,1272,17-02-2017 00:00,False,Approved,OHM Cycles,Standard,227.88,136.73,37659.0
1711,1712,82,1917,08-09-2017 00:00,False,Approved,Norco Bicycles,Standard,1148.64,689.18,41533.0
1712,1713,41,1108,24-04-2017 00:00,True,Approved,Solex,Road,416.98,312.74,35560.0
1713,1714,73,1459,09-04-2017 00:00,True,Approved,Solex,Standard,1945.43,333.18,37499.0
1714,1715,96,2306,03-03-2017 00:00,False,Approved,Giant Bicycles,Standard,1635.3,993.66,42458.0
1715,1716,93,1263,02-11-2017 00:00,False,Approved,WeareA2B,Standard,1065.03,230.09,36833.0
1716,1717,88,215,23-07-2017 00:00,True,Approved,Norco Bicycles,Standard,1661.92,1479.11,35160.0
1717,1718,36,968,25-11-2017 00:00,True,Approved,Solex,Standard,1289.85,74.51,41009.0
1718,1719,66,3290,18-06-2017 00:00,False,Approved,Solex,Standard,1163.89,589.27,38693.0
1719,1720,36,1850,01-10-2017 00:00,True,Approved,Solex,Standard,1289.85,74.51,39427.0
1720,1721,3,1317,19-11-2017 00:00,False,Approved,Trek Bicycles,Standard,2091.47,388.92,38991.0
1721,1722,89,405,24-10-2017 00:00,True,Approved,Giant Bicycles,Standard,1812.75,582.48,36498.0
1722,1723,58,1870,22-11-2017 00:00,True,Approved,OHM Cycles,Standard,912.52,141.4,42295.0
1723,1724,86,131,19-04-2017 00:00,False,Approved,Norco Bicycles,Road,774.53,464.72,37698.0
1724,1725,88,832,25-08-2017 00:00,True,Approved,Norco Bicycles,Standard,1198.46,381.1,36145.0
1725,1726,76,1669,14-06-2017 00:00,False,Approved,WeareA2B,Road,1172.78,1043.77,33364.0
1726,1727,74,1960,25-01-2017 00:00,True,Approved,WeareA2B,Standard,1228.07,400.91,35455.0
1727,1728,20,480,13-12-2017 00:00,False,Approved,Trek Bicycles,Standard,1775.81,1580.47,36334.0
1728,1729,69,929,25-08-2017 00:00,False,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
1729,1730,96,3480,14-12-2017 00:00,False,Approved,WeareA2B,Road,1172.78,1043.77,37539.0
1730,1731,55,358,21-10-2017 00:00,True,Approved,Trek Bicycles,Road,1894.19,598.76,37823.0
1731,1732,1,3243,11-05-2017 00:00,False,Approved,Giant Bicycles,Standard,1403.5,954.82,35667.0
1732,1733,0,1879,13-11-2017 00:00,True,Approved,Solex,Standard,202.62,151.96,42458.0
1733,1734,42,251,10-03-2017 00:00,True,Approved,OHM Cycles,Road,1810.0,1610.9,37668.0
1734,1735,12,3167,11-05-2017 00:00,True,Approved,WeareA2B,Standard,1231.15,161.6,38216.0
1735,1736,53,1321,06-03-2017 00:00,False,Approved,OHM Cycles,Standard,795.34,101.58,35470.0
1736,1737,38,1077,25-12-2017 00:00,True,Approved,Solex,Standard,1577.53,826.51,39427.0
1737,1738,9,1098,04-10-2017 00:00,False,Approved,OHM Cycles,Road,742.54,667.4,38216.0
1738,1739,3,30,16-06-2017 00:00,False,Approved,Trek Bicycles,Standard,2091.47,388.92,40784.0
1739,1740,35,2159,20-02-2017 00:00,False,Approved,Giant Bicycles,Standard,1403.5,954.82,42688.0
1740,1741,57,62,01-05-2017 00:00,False,Approved,WeareA2B,Touring,1890.39,260.14,40779.0
1741,1742,33,1020,30-08-2017 00:00,True,Approved,Giant Bicycles,Standard,1311.44,1167.18,33888.0
1742,1743,59,2061,20-08-2017 00:00,True,Approved,WeareA2B,Standard,1415.01,1259.36,37626.0
1743,1744,91,2616,08-01-2017 00:00,False,Approved,WeareA2B,Standard,642.31,513.85,35455.0
1744,1745,50,2060,06-09-2017 00:00,False,Approved,WeareA2B,Standard,175.89,131.92,37668.0
1745,1746,45,3383,09-03-2017 00:00,False,Approved,Solex,Standard,441.49,84.99,37220.0
1746,1747,26,3417,30-07-2017 00:00,False,Approved,WeareA2B,Standard,1992.93,762.63,34115.0
1747,1748,0,258,19-04-2017 00:00,False,Approved,WeareA2B,Standard,175.89,131.92,37668.0
1748,1749,2,2468,26-06-2017 00:00,False,Approved,Giant Bicycles,Road,590.26,525.33,40487.0
1749,1750,100,1021,28-10-2017 00:00,True,Approved,Trek Bicycles,Standard,1386.84,1234.29,37838.0
1750,1751,22,2730,21-11-2017 00:00,False,Approved,WeareA2B,Standard,60.34,45.26,34165.0
1751,1752,78,2769,16-04-2017 00:00,True,Approved,Giant Bicycles,Standard,1765.3,709.48,42218.0
1752,1753,0,925,25-07-2017 00:00,False,Approved,Nio Cycles,Standard,149.3,556.0469512209312,38216.0
1753,1754,31,2923,10-08-2017 00:00,True,Approved,Giant Bicycles,Standard,230.91,173.18,34527.0
1754,1755,63,2844,19-05-2017 00:00,False,Approved,Solex,Standard,1483.2,99.59,42145.0
1755,1756,61,3083,21-01-2017 00:00,False,Approved,OHM Cycles,Standard,71.16,56.93,36146.0
1756,1757,31,3284,27-03-2017 00:00,True,Approved,Giant Bicycles,Standard,230.91,173.18,39031.0
1757,1758,57,2388,08-03-2017 00:00,True,Approved,WeareA2B,Touring,1890.39,260.14,33259.0
1758,1759,38,139,21-05-2017 00:00,True,Approved,Solex,Standard,1577.53,826.51,40618.0
1759,1760,86,1561,12-03-2017 00:00,True,Approved,OHM Cycles,Standard,235.63,125.07,41434.0
1760,1761,40,1036,29-01-2017 00:00,False,Approved,OHM Cycles,Standard,1458.17,874.9,40672.0
1761,1762,58,437,15-10-2017 00:00,True,Approved,OHM Cycles,Standard,912.52,141.4,36146.0
1762,1763,1,2486,13-03-2017 00:00,True,Approved,Giant Bicycles,Standard,1403.5,954.82,42688.0
1763,1764,8,454,08-03-2017 00:00,False,Approved,Solex,Road,1703.52,1516.13,37838.0
1764,1765,48,3431,03-11-2017 00:00,True,Approved,WeareA2B,Standard,1762.96,950.52,41848.0
1765,1766,0,3483,04-09-2017 00:00,False,Approved,Solex,Road,416.98,312.74,41064.0
1766,1767,63,295,26-11-2017 00:00,True,Approved,Solex,Standard,1483.2,99.59,42145.0
1767,1768,50,2052,07-02-2017 00:00,True,Approved,WeareA2B,Standard,175.89,131.92,35707.0
1768,1769,3,68,07-10-2017 00:00,True,Approved,Trek Bicycles,Standard,2091.47,388.92,40670.0
1769,1770,9,3141,20-06-2017 00:00,True,Approved,OHM Cycles,Road,742.54,667.4,34586.0
1770,1771,87,228,12-10-2017 00:00,True,Approved,OHM Cycles,Standard,1636.9,44.71,40410.0
1771,1772,0,3112,29-01-2017 00:00,False,Approved,OHM Cycles,Standard,235.63,125.07,36833.0
1772,1773,99,2019,12-08-2017 00:00,True,Approved,Trek Bicycles,Road,1720.7,1531.42,38991.0
1773,1774,69,612,09-06-2017 00:00,False,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
1774,1775,43,670,11-06-2017 00:00,True,Approved,Solex,Standard,1151.96,649.49,36498.0
1775,1776,32,316,26-01-2017 00:00,True,Approved,Giant Bicycles,Standard,642.7,211.37,35052.0
1776,1777,80,2993,19-10-2017 00:00,False,Approved,OHM Cycles,Touring,1073.07,933.84,35455.0
1777,1778,6,2797,04-05-2017 00:00,True,Approved,OHM Cycles,Standard,227.88,136.73,39298.0
1778,1779,0,2153,23-03-2017 00:00,False,Approved,Nio Cycles,Standard,447.25,556.0469512209312,38216.0
1779,1780,23,3343,20-01-2017 00:00,True,Approved,Norco Bicycles,Mountain,688.63,612.88,33455.0
1780,1781,84,2287,24-07-2017 00:00,True,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
1781,1782,40,979,12-10-2017 00:00,True,Approved,Trek Bicycles,Road,1894.19,598.76,37823.0
1782,1783,53,24,13-12-2017 00:00,False,Approved,OHM Cycles,Standard,795.34,101.58,35707.0
1783,1784,9,3081,10-01-2017 00:00,False,Approved,Norco Bicycles,Standard,1216.14,1082.36,42696.0
1784,1785,34,2192,18-11-2017 00:00,False,Approved,Norco Bicycles,Road,774.53,464.72,37698.0
1785,1786,70,279,03-05-2017 00:00,True,Approved,Trek Bicycles,Standard,495.72,297.43,42105.0
1786,1787,63,621,25-03-2017 00:00,False,Approved,WeareA2B,Standard,1992.93,762.63,34115.0
1787,1788,93,2864,28-06-2017 00:00,True,Approved,WeareA2B,Standard,1065.03,230.09,33549.0
1788,1789,82,2750,18-11-2017 00:00,False,Approved,Giant Bicycles,Road,1538.99,829.65,42404.0
1789,1790,15,2651,26-08-2017 00:00,False,Approved,Norco Bicycles,Standard,958.74,748.9,35378.0
1790,1791,3,2469,10-12-2017 00:00,True,Approved,Trek Bicycles,Standard,2091.47,388.92,40784.0
1791,1792,9,2502,16-12-2017 00:00,True,Approved,OHM Cycles,Road,742.54,667.4,34586.0
1792,1793,1,2020,14-08-2017 00:00,False,Approved,Giant Bicycles,Standard,1403.5,954.82,38258.0
1793,1794,0,993,10-04-2017 00:00,False,Approved,Norco Bicycles,Road,543.39,407.54,42696.0
1794,1795,72,2481,25-07-2017 00:00,False,Approved,Norco Bicycles,Standard,360.4,270.3,38859.0
1795,1796,37,2163,21-10-2017 00:00,True,Approved,OHM Cycles,Standard,1793.43,248.82,35560.0
1796,1797,68,983,18-01-2017 00:00,True,Approved,OHM Cycles,Standard,1636.9,44.71,40410.0
1797,1798,21,1304,02-08-2017 00:00,False,Approved,WeareA2B,Touring,1466.68,363.25,41701.0
1798,1799,46,920,04-04-2017 00:00,True,Approved,Solex,Standard,1289.85,74.51,39427.0
1799,1800,69,2456,16-07-2017 00:00,True,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
1800,1801,3,1848,28-03-2017 00:00,False,Approved,Trek Bicycles,Standard,2091.47,388.92,42145.0
1801,1802,73,270,18-04-2017 00:00,False,Approved,Solex,Standard,1945.43,333.18,37499.0
1802,1803,21,1305,22-04-2017 00:00,False,Approved,WeareA2B,Touring,1466.68,363.25,38693.0
1803,1804,100,535,18-10-2017 00:00,False,Approved,Norco Bicycles,Road,1036.59,206.35,33364.0
1804,1805,90,2273,09-10-2017 00:00,True,Approved,Norco Bicycles,Standard,363.01,290.41,38002.0
1805,1806,31,3050,30-04-2017 00:00,False,Approved,WeareA2B,Standard,752.64,205.36,42218.0
1806,1807,43,466,26-06-2017 00:00,False,Approved,Solex,Standard,1151.96,649.49,38991.0
1807,1808,14,1106,20-07-2017 00:00,False,Approved,Trek Bicycles,Standard,1386.84,1234.29,37838.0
1808,1809,0,2559,02-11-2017 00:00,True,Approved,WeareA2B,Standard,175.89,131.92,37668.0
1809,1810,3,320,02-08-2017 00:00,False,Approved,Trek Bicycles,Standard,2091.47,388.92,41167.0
1810,1811,99,2204,09-09-2017 00:00,False,Approved,Trek Bicycles,Road,1720.7,1531.42,38991.0
1811,1812,0,2413,18-10-2017 00:00,False,Approved,Norco Bicycles,Standard,363.01,290.41,42458.0
1812,1813,13,1211,17-03-2017 00:00,True,Approved,Solex,Standard,1163.89,589.27,42560.0
1813,1814,9,686,23-11-2017 00:00,False,Approved,Norco Bicycles,Standard,1216.14,1082.36,34527.0
1814,1815,41,1664,15-08-2017 00:00,True,Approved,Solex,Road,416.98,312.74,39526.0
1815,1816,52,3034,15-08-2017 00:00,True,Approved,OHM Cycles,Road,1280.28,829.51,35470.0
1816,1817,6,1980,06-05-2017 00:00,False,Approved,Solex,Standard,748.17,448.9,35052.0
1817,1818,88,585,07-03-2017 00:00,True,Approved,Norco Bicycles,Standard,1198.46,381.1,36145.0
1818,1819,7,2722,18-10-2017 00:00,True,Approved,Trek Bicycles,Road,980.37,234.43,38258.0
1819,1820,69,2809,07-08-2017 00:00,False,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
1820,1821,35,1821,19-07-2017 00:00,True,Approved,Giant Bicycles,Standard,1403.5,954.82,41167.0
1821,1822,0,1907,11-09-2017 00:00,False,Approved,Norco Bicycles,Standard,363.01,290.41,38482.0
1822,1823,54,1034,17-09-2017 00:00,False,Approved,WeareA2B,Standard,1807.45,778.69,42710.0
1823,1824,17,1388,08-05-2017 00:00,False,Approved,Solex,Standard,1024.66,614.8,35378.0
1824,1825,26,1001,07-04-2017 00:00,True,Approved,WeareA2B,Standard,1992.93,762.63,34115.0
1825,1826,93,513,21-01-2017 00:00,False,Approved,WeareA2B,Standard,1065.03,230.09,36833.0
1826,1827,6,1695,04-04-2017 00:00,False,Approved,Solex,Standard,748.17,448.9,39031.0
1827,1828,63,2318,02-06-2017 00:00,True,Approved,Solex,Standard,1483.2,99.59,40487.0
1828,1829,64,1140,14-02-2017 00:00,False,Approved,Trek Bicycles,Standard,1469.44,596.55,33879.0
1829,1830,87,990,15-08-2017 00:00,True,Approved,Giant Bicycles,Standard,1179.0,707.4,36833.0
1830,1831,56,330,18-04-2017 00:00,False,Approved,Norco Bicycles,Mountain,688.63,612.88,37668.0
1831,1832,72,2879,18-04-2017 00:00,True,Approved,Norco Bicycles,Standard,360.4,270.3,38193.0
1832,1833,23,2550,26-04-2017 00:00,True,Approved,Norco Bicycles,Mountain,688.63,612.88,34115.0
1833,1834,38,2357,01-05-2017 00:00,False,Approved,Solex,Standard,1577.53,826.51,40618.0
1834,1835,44,824,30-09-2017 00:00,False,Approved,WeareA2B,Standard,1769.64,108.76,40672.0
1835,1836,70,1586,14-06-2017 00:00,True,Approved,Norco Bicycles,Road,1036.59,206.35,33364.0
1836,1837,58,2856,16-05-2017 00:00,True,Approved,OHM Cycles,Standard,912.52,141.4,42458.0
1837,1838,42,2701,02-08-2017 00:00,True,Approved,OHM Cycles,Road,1810.0,1610.9,39427.0
1838,1839,68,2212,19-06-2017 00:00,False,Approved,OHM Cycles,Standard,1636.9,44.71,37499.0
1839,1840,99,864,06-05-2017 00:00,False,Approved,Trek Bicycles,Road,1720.7,1531.42,37220.0
1840,1841,97,2083,07-03-2017 00:00,False,Approved,Solex,Standard,202.62,151.96,42458.0
1841,1842,31,2529,10-09-2017 00:00,True,Approved,WeareA2B,Standard,752.64,205.36,35667.0
1842,1843,85,892,09-01-2017 00:00,True,Approved,WeareA2B,Standard,752.64,205.36,38206.0
1843,1844,19,368,06-05-2017 00:00,True,Approved,Trek Bicycles,Mountain,574.64,459.71,40784.0
1844,1845,93,1184,25-12-2017 00:00,True,Approved,WeareA2B,Standard,1065.03,230.09,36833.0
1845,1846,21,870,24-04-2017 00:00,False,Approved,Solex,Standard,1071.23,380.74,35160.0
1846,1847,12,682,10-12-2017 00:00,True,Approved,WeareA2B,Standard,1231.15,161.6,37838.0
1847,1848,28,2010,25-03-2017 00:00,True,Approved,Solex,Road,1703.52,1516.13,38693.0
1848,1849,73,1252,28-10-2017 00:00,False,Approved,Solex,Standard,1945.43,333.18,41064.0
1849,1850,64,2151,29-05-2017 00:00,False,Approved,Trek Bicycles,Standard,1469.44,596.55,41047.0
1850,1851,14,1689,14-08-2017 00:00,True,Approved,Trek Bicycles,Standard,1386.84,1234.29,41345.0
1851,1852,93,1126,04-03-2017 00:00,True,Approved,WeareA2B,Standard,1065.03,230.09,36833.0
1852,1853,75,2116,16-09-2017 00:00,True,Approved,Giant Bicycles,Touring,1873.97,863.95,41533.0
1853,1854,58,1672,04-04-2017 00:00,False,Approved,OHM Cycles,Standard,912.52,141.4,42145.0
1854,1855,43,1659,11-10-2017 00:00,True,Approved,Norco Bicycles,Standard,1555.58,818.01,37873.0
1855,1856,87,418,01-08-2017 00:00,False,Approved,Giant Bicycles,Standard,1179.0,707.4,35667.0
1856,1857,23,3026,29-09-2017 00:00,False,Approved,Norco Bicycles,Mountain,688.63,612.88,42696.0
1857,1858,22,1177,19-02-2017 00:00,True,Approved,WeareA2B,Standard,60.34,45.26,34165.0
1858,1859,58,2737,03-07-2017 00:00,False,Approved,OHM Cycles,Standard,912.52,141.4,40487.0
1859,1860,4,928,22-07-2017 00:00,False,Approved,Solex,Standard,1483.2,99.59,42145.0
1860,1861,39,3277,19-10-2017 00:00,False,Approved,Giant Bicycles,Standard,1812.75,582.48,40336.0
1861,1862,10,781,23-02-2017 00:00,True,Approved,WeareA2B,Touring,1466.68,363.25,41701.0
1862,1863,1,948,13-02-2017 00:00,True,Approved,Giant Bicycles,Standard,1403.5,954.82,35667.0
1863,1864,0,501,24-04-2017 00:00,False,Approved,Trek Bicycles,Standard,495.72,297.43,42105.0
